date,nav,cash_weight,turnover,w_600118,w_600879
2019-10-10,1.0193261612021844,0.7355962483251448,0.0,0.0,0.26440375167485525
2019-10-11,1.0193261612021844,0.7355962483251448,0.0,0.0,0.26440375167485525
2019-10-14,1.0220577185792337,0.7336302895322935,0.0,0.0,0.26636971046770647
2019-10-15,1.0170498633879768,0.7372426141450309,0.0,0.0,0.2627573858549691
2019-10-16,1.0175051229508183,0.736912751677852,0.0,0.0,0.2630872483221481
2019-10-17,1.0152288251366106,0.7385650224215242,0.0,0.0,0.2614349775784758
2019-10-18,1.0102209699453537,0.742226228030644,0.0,0.0,0.25777377196935597
2019-10-21,1.0120420081967199,0.7408906882591089,0.0,0.0,0.2591093117408911
2019-10-22,1.0143183060109273,0.7392280071813281,0.0,0.0,0.2607719928186719
2019-10-23,1.0120420081967196,0.7408906882591089,0.0,0.0,0.2591093117408912
2019-10-24,1.0134077868852442,0.7398921832884091,0.0,0.0,0.26010781671159083
2019-10-25,1.0147735655737689,0.7388963660834449,0.0,0.0,0.26110363391655506
2019-10-28,1.0188709016393425,0.7359249329758708,0.0,0.0,0.26407506702412925
2019-10-29,1.014318306010927,0.739228007181328,0.0,0.0,0.260771992818672
2019-10-30,1.0115867486338779,0.7412241224122407,0.0,0.0,0.2587758775877594
2019-10-31,1.0102209699453533,0.7422262280306438,0.0,0.0,0.2577737719693562
2019-11-01,1.0115867486338777,0.7412241224122406,0.0,0.0,0.25877587758775944
2019-11-04,1.0111314890710361,0.7415578568212511,0.0,0.0,0.258442143178749
2019-11-05,1.0115867486338777,0.7412241224122406,0.0,0.0,0.25877587758775944
2019-11-06,1.0134077868852438,0.7398921832884091,0.0,0.0,0.26010781671159094
2019-11-07,1.0124972677595607,0.7405575539568339,0.0,0.0,0.25944244604316613
2019-11-08,1.0120420081967192,0.7408906882591086,0.0,0.0,0.25910931174089136
2019-11-11,1.0052131147540964,0.7459239130434776,0.0,0.0,0.2540760869565224
2019-11-12,1.0024815573770471,0.7479564032697541,0.0,0.0,0.2520435967302459
2019-11-13,1.0011157786885225,0.7489768076398357,0.0,0.0,0.25102319236016435
2019-11-14,1.0020262978142056,0.7482962289868236,0.0,0.0,0.2517037710131765
2019-11-15,0.9997499999999979,0.7499999999999993,0.0,0.0,0.25000000000000067
2019-11-18,1.0020262978142056,0.7482962289868236,0.0,0.0,0.2517037710131765
2019-11-19,1.0047578551912546,0.7462618939737193,0.0,0.0,0.25373810602628066
2019-11-20,1.0047578551912546,0.7462618939737193,0.0,0.0,0.25373810602628066
2019-11-21,1.0065788934426205,0.7449118046132965,0.0,0.0,0.2550881953867035
2019-11-22,1.007034153005462,0.7445750452079559,0.0,0.0,0.2554249547920441
2019-11-25,1.0093104508196697,0.7428958051420833,0.0,0.0,0.25710419485791675
2019-11-26,1.0056683743169375,0.7455862381167944,0.0,0.0,0.2544137618832057
2019-11-27,1.007034153005462,0.744575045207956,0.0,0.0,0.255424954792044
2019-11-28,1.0074894125683036,0.7442385901491182,0.0,0.0,0.25576140985088175
2019-11-29,1.0088551912568282,0.7432310469314074,0.0,0.0,0.25676895306859265
2019-12-02,1.0043025956284128,0.7466001813236621,0.0,0.0,0.2533998186763379
2019-12-03,1.0065788934426205,0.7449118046132965,0.0,0.0,0.25508819538670346
2019-12-04,1.0079446721311451,0.7439024390243896,0.0,0.0,0.25609756097561037
2019-12-05,1.0093104508196697,0.7428958051420833,0.0,0.0,0.25710419485791675
2019-12-06,1.0097657103825113,0.7425608656447242,0.0,0.0,0.2574391343552757
2019-12-09,1.0097657103825113,0.7425608656447242,0.0,0.0,0.2574391343552757
2019-12-10,1.0079446721311451,0.7439024390243896,0.0,0.0,0.2560975609756105
2019-12-11,1.005213114754096,0.7459239130434775,0.0,0.0,0.2540760869565225
2019-12-12,1.0033920765027298,0.7472776769509974,0.0,0.0,0.25272232304900255
2019-12-13,1.0065788934426205,0.7449118046132964,0.0,0.0,0.2550881953867036
2019-12-16,1.0097657103825113,0.7425608656447242,0.0,0.0,0.25743913435527577
2019-12-17,1.0129525273224018,0.7402247191011229,0.0,0.0,0.25977528089887714
2019-12-18,1.013863046448085,0.7395599461158502,0.0,0.0,0.26044005388414976
2019-12-19,1.0143183060109264,0.7392280071813279,0.0,0.0,0.26077199281867214
2019-12-20,1.0106762295081941,0.7418918918918912,0.0,0.0,0.2581081081081088
2019-12-23,1.0070341530054618,0.7445750452079559,0.0,0.0,0.2554249547920441
2019-12-24,1.0093104508196695,0.7428958051420833,0.0,0.0,0.25710419485791675
2019-12-25,1.0102209699453526,0.7422262280306438,0.0,0.0,0.2577737719693562
2019-12-26,1.0111314890710357,0.7415578568212511,0.0,0.0,0.258442143178749
2019-12-27,1.0120420081967187,0.7408906882591086,0.0,0.0,0.25910931174089136
2019-12-30,1.0152288251366095,0.738565022421524,0.0,0.0,0.261434977578476
2019-12-31,1.013863046448085,0.7395599461158503,0.0,0.0,0.2604400538841497
2020-01-02,1.0170498633879757,0.7372426141450307,0.0,0.0,0.2627573858549693
2020-01-03,1.020691939890708,0.734611953612845,0.0,0.0,0.26538804638715496
2020-01-06,1.0247892759562816,0.7316748111950238,0.0,0.0,0.26832518880497624
2020-01-07,1.02433401639344,0.7319999999999993,0.0,0.0,0.2680000000000007
2020-01-08,1.0325286885245875,0.7261904761904755,0.0,0.0,0.2738095238095245
2020-01-09,1.0247892759562816,0.7316748111950238,0.0,0.0,0.26832518880497624
2020-01-10,1.0206919398907077,0.734611953612845,0.0,0.0,0.26538804638715496
2020-01-13,1.0225129781420739,0.7333036509349948,0.0,0.0,0.2666963490650051
2020-01-14,1.0234234972677567,0.7326512455516008,0.0,0.0,0.2673487544483993
2020-01-15,1.0188709016393414,0.7359249329758706,0.0,0.0,0.26407506702412936
2020-01-16,1.022057718579232,0.7336302895322933,0.0,0.0,0.26636971046770674
2020-01-17,1.021147199453549,0.7342844404814972,0.0,0.0,0.26571555951850273
2020-01-20,1.0270655737704888,0.730053191489361,0.0,0.0,0.269946808510639
2020-01-21,1.022968237704915,0.7329773030707603,0.0,0.0,0.26702269692923974
2020-01-22,1.0206919398907073,0.7346119536128449,0.0,0.0,0.2653880463871551
2020-01-23,1.0211471994535488,0.7342844404814972,0.0,0.0,0.2657155595185028
2020-02-03,0.9942868852458986,0.7541208791208783,0.0,0.0,0.24587912087912164
2020-02-04,0.9883685109289587,0.7586365730078297,0.0,0.0,0.24136342699217023
2020-02-05,1.0043025956284122,0.746600181323662,0.0,0.0,0.253399818676338
2020-02-06,1.029797131147538,0.7281167108753308,0.0,0.0,0.2718832891246692
2020-02-07,1.0575679644808713,0.7089969866551864,0.0,0.0,0.29100301334481354
2020-02-10,1.054836407103822,0.710832973672852,0.0,0.0,0.289167026327148
2020-02-11,1.0366260245901608,0.723320158102766,0.0,0.0,0.27667984189723405
2020-02-12,1.0466417349726744,0.7163984341017826,0.0,0.0,0.28360156589821744
2020-02-13,1.0498285519125652,0.714223764093668,0.0,0.0,0.2857762359063321
2020-02-14,1.0507390710382483,0.7136048526863077,0.0,0.0,0.2863951473136923
2020-02-17,1.0634863387978113,0.705051369863013,0.0,0.0,0.2949486301369871
2020-02-18,1.0634863387978113,0.705051369863013,0.0,0.0,0.2949486301369871
2020-02-19,1.0507390710382485,0.7136048526863077,0.0,0.0,0.2863951473136923
2020-02-20,1.0534706284152977,0.7117545375972334,0.0,0.0,0.28824546240276655
2020-02-21,1.0653073770491774,0.7038461538461531,0.0,0.0,0.29615384615384693
2020-02-24,1.0789651639344233,0.6949367088607586,0.0,0.0,0.30506329113924135
2020-02-25,1.1040044398907074,0.6791752577319579,0.0,0.0,0.3208247422680421
2020-02-26,1.0853387978142046,0.6908557046979857,0.0,0.0,0.30914429530201426
2020-02-27,1.093533469945352,0.6856786011656943,0.0,0.0,0.3143213988343056
2020-02-28,1.069404713114751,0.7011494252873556,0.0,0.0,0.2988505747126445
2020-03-02,1.0785099043715816,0.6952300548754741,0.0,0.0,0.30476994512452593
2020-03-03,1.0794204234972646,0.6946436102910156,0.0,0.0,0.3053563897089843
2020-03-04,1.0739573087431662,0.6981771937261544,0.0,0.0,0.3018228062738456
2020-03-05,1.07805464480874,0.6955236486486478,0.0,0.0,0.30447635135135215
2020-03-06,1.0739573087431662,0.6981771937261543,0.0,0.0,0.30182280627384567
2020-03-09,1.0484627732240406,0.7151541467650883,0.0,0.0,0.28484585323491174
2020-03-10,1.0716810109289585,0.6996601529311801,0.0,0.0,0.30033984706881983
2020-03-11,1.0748678278688493,0.6975857687420577,0.0,0.0,0.30241423125794237
2020-03-12,1.0602995218579203,0.707170459424645,0.0,0.0,0.29282954057535504
2020-03-13,1.062575819672128,0.7056555269922871,0.0,0.0,0.2943444730077129
2020-03-16,1.0439101775956252,0.7182730047972081,0.0,0.0,0.2817269952027919
2020-03-17,1.0511943306010898,0.7132957990472057,0.0,0.0,0.2867042009527942
2020-03-18,1.0402681010928931,0.7207877461706775,0.0,0.0,0.2792122538293224
2020-03-19,1.0461864754098331,0.7167101827676232,0.0,0.0,0.28328981723237673
2020-03-20,1.0480075136611993,0.7154648132059072,0.0,0.0,0.28453518679409284
2020-03-23,1.0266103142076475,0.7303769401330369,0.0,0.0,0.26962305986696306
2020-03-24,1.0389023224043687,0.7217353198948284,0.0,0.0,0.27826468010517164
2020-03-25,1.0425443989071008,0.7192139737991259,0.0,0.0,0.2807860262008742
2020-03-26,1.0361707650273193,0.7236379613356758,0.0,0.0,0.2763620386643242
2020-03-27,1.0379918032786855,0.7223684210526309,0.0,0.0,0.2776315789473692
2020-03-30,1.0357155054644778,0.7239560439560433,0.0,0.0,0.27604395604395676
2020-03-31,1.0311629098360624,0.7271523178807939,0.0,0.0,0.272847682119206
2020-04-01,1.0329839480874283,0.7258704275011011,0.0,0.0,0.2741295724988989
2020-04-02,1.041178620218576,0.7201574114560552,0.0,0.0,0.2798425885439448
2020-04-03,1.0366260245901606,0.7233201581027661,0.0,0.0,0.27667984189723394
2020-04-07,1.049828551912565,0.714223764093668,0.0,0.0,0.28577623590633205
2020-04-08,1.0589337431693955,0.7080825451418737,0.0,0.0,0.2919174548581263
2020-04-09,1.0571127049180293,0.7093023255813946,0.0,0.0,0.29069767441860545
2020-04-10,1.0543811475409801,0.7111398963730562,0.0,0.0,0.2888601036269438
2020-04-13,1.0530153688524555,0.7120622568093378,0.0,0.0,0.2879377431906623
2020-04-14,1.0571127049180293,0.7093023255813945,0.0,0.0,0.2906976744186055
2020-04-15,1.0466417349726742,0.7163984341017826,0.0,0.0,0.2836015658982174
2020-04-16,1.0448206967213083,0.7176470588235286,0.0,0.0,0.28235294117647136
2020-04-17,1.0443654371584667,0.7179598953792494,0.0,0.0,0.2820401046207506
2020-04-20,1.053015368852456,0.7120622568093378,0.0,0.0,0.2879377431906623
2020-04-21,1.062575819672128,0.7056555269922871,0.0,0.0,0.29434447300771294
2020-04-22,1.0694047131147508,0.7011494252873555,0.0,0.0,0.29885057471264453
2020-04-23,1.0625758196721278,0.7056555269922871,0.0,0.0,0.29434447300771294
2020-04-24,1.0511943306010896,0.7132957990472057,0.0,0.0,0.28670420095279425
2020-04-27,1.0407233606557342,0.720472440944881,0.0,0.0,0.2795275590551189
2020-04-28,1.0270655737704883,0.7300531914893609,0.0,0.0,0.26994680851063907
2020-04-29,1.0279760928961714,0.7294065544729842,0.0,0.0,0.2705934455270158
2020-04-30,1.037991803278685,0.7223684210526308,0.0,0.0,0.27763157894736923
2020-05-06,1.0452759562841496,0.7173344947735183,0.0,0.0,0.28266550522648165
2020-05-07,1.042999658469942,0.7189000436490607,0.0,0.0,0.28109995635093926
2020-05-08,1.0530153688524557,0.7120622568093378,0.0,0.0,0.28793774319066223
2020-05-11,1.0525601092896142,0.7123702422145322,0.0,0.0,0.2876297577854679
2020-05-12,1.0516495901639311,0.7129870129870122,0.0,0.0,0.2870129870129878
2020-05-13,1.0525601092896142,0.7123702422145322,0.0,0.0,0.28762975778546784
2020-05-14,1.0530153688524555,0.7120622568093378,0.0,0.0,0.28793774319066223
2020-05-15,1.0598442622950783,0.707474226804123,0.0,0.0,0.2925257731958771
2020-05-18,1.0557469262295045,0.7102199223803356,0.0,0.0,0.28978007761966446
2020-05-19,1.0566574453551876,0.7096079276174054,0.0,0.0,0.2903920723825945
2020-05-20,1.0439101775956248,0.7182730047972081,0.0,0.0,0.28172699520279193
2020-05-21,1.041633879781417,0.7198426573426565,0.0,0.0,0.2801573426573435
2020-05-22,1.0384470628415263,0.7220517316966235,0.0,0.0,0.27794826830337654
2020-05-25,1.0366260245901602,0.723320158102766,0.0,0.0,0.27667984189723405
2020-05-26,1.0398128415300507,0.7211033274956209,0.0,0.0,0.2788966725043791
2020-05-27,1.0343497267759523,0.7249119718309851,0.0,0.0,0.27508802816901495
2020-05-28,1.0302523907103787,0.727794962439239,0.0,0.0,0.2722050375607609
2020-05-29,1.035715505464477,0.7239560439560431,0.0,0.0,0.27604395604395693
2020-06-01,1.0429996584699415,0.7189000436490607,0.0,0.0,0.2810999563509394
2020-06-02,1.0439101775956245,0.718273004797208,0.0,0.0,0.281726995202792
2020-06-03,1.0402681010928923,0.7207877461706775,0.0,0.0,0.2792122538293225
2020-06-04,1.03662602459016,0.723320158102766,0.0,0.0,0.27667984189723405
2020-06-05,1.0352602459016353,0.724274406332453,0.0,0.0,0.275725593667547
2020-06-08,1.0343497267759523,0.7249119718309851,0.0,0.0,0.2750880281690149
2020-06-09,1.0352602459016353,0.7242744063324531,0.0,0.0,0.27572559366754695
2020-06-10,1.0343497267759523,0.7249119718309851,0.0,0.0,0.27508802816901484
2020-06-11,1.0393575819672092,0.7214191852825222,0.0,0.0,0.27858081471747775
2020-06-12,1.0411786202185753,0.7201574114560552,0.0,0.0,0.2798425885439448
2020-06-15,1.038447062841526,0.7220517316966235,0.0,0.0,0.27794826830337643
2020-06-16,1.039357581967209,0.7214191852825222,0.0,0.0,0.27858081471747775
2020-06-17,1.0443654371584659,0.7179598953792494,0.0,0.0,0.2820401046207505
2020-06-18,1.0379918032786843,0.7223684210526309,0.0,0.0,0.2776315789473692
2020-06-19,1.0384470628415259,0.7220517316966235,0.0,0.0,0.27794826830337643
2020-06-22,1.041178620218575,0.7201574114560553,0.0,0.0,0.2798425885439447
2020-06-23,1.037536543715843,0.7226853883282134,0.0,0.0,0.27731461167178656
2020-06-24,1.0343497267759523,0.7249119718309852,0.0,0.0,0.2750880281690148
2020-06-29,1.0311629098360615,0.727152317880794,0.0,0.0,0.27284768211920596
2020-06-30,1.0343497267759523,0.7249119718309852,0.0,0.0,0.2750880281690148
2020-07-01,1.0329839480874277,0.7258704275011011,0.0,0.0,0.2741295724988989
2020-07-02,1.0361707650273184,0.7236379613356758,0.0,0.0,0.27636203866432413
2020-07-03,1.0429996584699415,0.7189000436490608,0.0,0.0,0.2810999563509392
2020-07-06,1.057112704918029,0.7093023255813946,0.0,0.0,0.2906976744186054
2020-07-07,1.0552916666666627,0.710526315789473,0.0,0.0,0.28947368421052705
2020-07-08,1.0748678278688484,0.6975857687420577,0.0,0.0,0.3024142312579423
2020-07-09,1.076233606557373,0.6967005076142125,0.0,0.0,0.3032994923857875
2020-07-10,1.0684941939890669,0.7017469109501484,0.0,0.0,0.2982530890498516
2020-07-13,1.073046789617482,0.698769622401357,0.0,0.0,0.301230377598643
2020-07-14,1.0757783469945312,0.6969953449005495,0.0,0.0,0.3030046550994505
2020-07-15,1.0639415983606515,0.7047496790757375,0.0,0.0,0.29525032092426257
2020-07-16,1.0502838114754056,0.713914174252275,0.0,0.0,0.286085825747725
2020-07-17,1.056657445355187,0.7096079276174055,0.0,0.0,0.29039207238259446
2020-07-20,1.087615095628411,0.68940979489326,0.0,0.0,0.31059020510674
2020-07-21,1.0785099043715802,0.6952300548754741,0.0,0.0,0.30476994512452593
2020-07-22,1.0862493169398861,0.6902766135792112,0.0,0.0,0.3097233864207888
2020-07-23,1.0962650273223997,0.6839700996677731,0.0,0.0,0.31602990033222683
2020-07-24,1.085338797814203,0.6908557046979857,0.0,0.0,0.3091442953020143
2020-07-27,1.0798756830601046,0.6943507588532875,0.0,0.0,0.30564924114671255
2020-07-28,1.077599385245897,0.6958174904942958,0.0,0.0,0.3041825095057043
2020-07-29,1.0826072404371538,0.6925988225399486,0.0,0.0,0.3074011774600513
2020-07-30,1.0807862021857877,0.6937657961246833,0.0,0.0,0.30623420387531675
2020-07-31,1.0775993852458972,0.6958174904942958,0.0,0.0,0.30418250950570425
2020-08-03,1.106735997267755,0.6774989716166178,0.0,0.0,0.3225010283833822
2020-08-04,1.0962650273224,0.6839700996677733,0.0,0.0,0.3160299003322267
2020-08-05,1.1099228142076458,0.6755537325676776,0.0,0.0,0.3244462674323224
2020-08-06,1.1203937841530012,0.6692401462819983,0.0,0.0,0.33075985371800165
2020-08-07,1.1158411885245858,0.6719706242350054,0.0,0.0,0.32802937576499464
2020-08-10,1.1117438524590122,0.6744471744471736,0.0,0.0,0.32555282555282633
2020-08-11,1.1017281420764986,0.6805785123966934,0.0,0.0,0.3194214876033066
2020-08-12,1.0894361338797773,0.6882574174676132,0.0,0.0,0.31174258253238685
2020-08-13,1.0898913934426187,0.6879699248120293,0.0,0.0,0.31203007518797066
2020-08-14,1.1035491803278645,0.6794554455445536,0.0,0.0,0.32054455445544633
2020-08-17,1.1144754098360612,0.672794117647058,0.0,0.0,0.32720588235294196
2020-08-18,1.1167517076502689,0.6714227476559307,0.0,0.0,0.32857725234406926
2020-08-19,1.1049149590163891,0.6786155747836828,0.0,0.0,0.3213844252163172
2020-08-20,1.095354508196717,0.6845386533665827,0.0,0.0,0.31546134663341724
2020-08-21,1.0985413251366078,0.6825528387898874,0.0,0.0,0.3174471612101127
2020-08-24,1.095354508196717,0.6845386533665827,0.0,0.0,0.31546134663341724
2020-08-25,1.0830624999999958,0.6923076923076915,0.0,0.0,0.3076923076923085
2020-08-26,1.078965163934422,0.6949367088607588,0.0,0.0,0.3050632911392413
2020-08-27,1.0844282786885204,0.691435768261964,0.0,0.0,0.30856423173803604
2020-08-28,1.0876150956284112,0.68940979489326,0.0,0.0,0.31059020510673996
2020-08-31,1.0958097677595586,0.6842542584129614,0.0,0.0,0.31574574158703855
2020-09-01,1.0980860655737663,0.6828358208955216,0.0,0.0,0.3171641791044784
2020-09-02,1.0921676912568263,0.6865360566902867,0.0,0.0,0.3134639433097132
2020-09-03,1.0903466530054602,0.6876826722338196,0.0,0.0,0.31231732776618043
2020-09-04,1.0871598360655694,0.6896984924623106,0.0,0.0,0.3103015075376893
2020-09-07,1.080786202185788,0.6937657961246833,0.0,0.0,0.30623420387531675
2020-09-08,1.0844282786885202,0.6914357682619638,0.0,0.0,0.3085642317380361
2020-09-09,1.0871598360655694,0.6896984924623107,0.0,0.0,0.31030150753768926
2020-09-10,1.067128415300542,0.7026450511945385,0.0,0.0,0.29735494880546154
2020-09-11,1.0653073770491759,0.7038461538461531,0.0,0.0,0.29615384615384693
2020-09-14,1.0694047131147497,0.7011494252873556,0.0,0.0,0.2988505747126444
2020-09-15,1.072136270491799,0.69936305732484,0.0,0.0,0.30063694267515995
2020-09-16,1.06348633879781,0.705051369863013,0.0,0.0,0.294948630136987
2020-09-17,1.065307377049176,0.7038461538461531,0.0,0.0,0.2961538461538469
2020-09-18,1.0698599726775915,0.7008510638297865,0.0,0.0,0.29914893617021354
2020-09-21,1.07532308743169,0.6972904318374251,0.0,0.0,0.3027095681625749
2020-09-22,1.06940471311475,0.7011494252873556,0.0,0.0,0.2988505747126444
2020-09-23,1.065307377049176,0.7038461538461531,0.0,0.0,0.29615384615384693
2020-09-24,1.0580232240437115,0.7086919104991387,0.0,0.0,0.29130808950086134
2020-09-25,1.0589337431693946,0.7080825451418737,0.0,0.0,0.29191745485812626
2020-09-28,1.056657445355187,0.7096079276174055,0.0,0.0,0.29039207238259446
2020-09-29,1.061210040983602,0.7065637065637058,0.0,0.0,0.2934362934362942
2020-09-30,1.063031079234968,0.7053533190578151,0.0,0.0,0.29464668094218494
2020-10-09,1.068949453551908,0.7014480408858595,0.0,0.0,0.29855195911414045
2020-10-12,1.075778346994531,0.6969953449005495,0.0,0.0,0.30300465509945057
2020-10-13,1.0730467896174818,0.6987696224013569,0.0,0.0,0.3012303775986431
2020-10-14,1.0675836748633836,0.7023454157782509,0.0,0.0,0.2976545842217491
2020-10-15,1.066217896174859,0.7032450896669507,0.0,0.0,0.29675491033304935
2020-10-16,1.0630310792349682,0.7053533190578152,0.0,0.0,0.2946466809421848
2020-10-19,1.0684941939890666,0.7017469109501484,0.0,0.0,0.2982530890498516
2020-10-20,1.0666731557377005,0.7029449423815614,0.0,0.0,0.29705505761843864
2020-10-21,1.0630310792349682,0.7053533190578151,0.0,0.0,0.29464668094218494
2020-10-22,1.0616653005464436,0.7062607204116631,0.0,0.0,0.29373927958833695
2020-10-23,1.0598442622950774,0.707474226804123,0.0,0.0,0.292525773195877
2020-10-26,1.060299521857919,0.7071704594246451,0.0,0.0,0.292829540575355
2020-10-27,1.0607547814207605,0.7068669527896989,0.0,0.0,0.29313304721030115
2020-10-28,1.0566574453551867,0.7096079276174055,0.0,0.0,0.29039207238259446
2020-10-29,1.0530153688524546,0.7120622568093378,0.0,0.0,0.28793774319066223
2020-10-30,1.043910177595624,0.7182730047972081,0.0,0.0,0.2817269952027918
2020-11-02,1.0398128415300505,0.7211033274956209,0.0,0.0,0.27889667250437905
2020-11-03,1.0466417349726733,0.7163984341017826,0.0,0.0,0.28360156589821733
2020-11-04,1.0466417349726733,0.7163984341017826,0.0,0.0,0.28360156589821733
2020-11-05,1.0484627732240395,0.7151541467650884,0.0,0.0,0.2848458532349117
2020-11-06,1.0429996584699412,0.7189000436490609,0.0,0.0,0.28109995635093915
2020-11-09,1.0525601092896133,0.7123702422145322,0.0,0.0,0.28762975778546784
2020-11-10,1.048918032786881,0.7148437499999993,0.0,0.0,0.2851562500000007
2020-11-11,1.0434549180327826,0.7185863874345543,0.0,0.0,0.2814136125654457
2020-11-12,1.0393575819672087,0.7214191852825222,0.0,0.0,0.2785808147174777
2020-11-13,1.0425443989070995,0.719213973799126,0.0,0.0,0.280786026200874
2020-11-16,1.0443654371584654,0.7179598953792496,0.0,0.0,0.2820401046207504
2020-11-17,1.0420891393442577,0.7195281782437739,0.0,0.0,0.28047182175622604
2020-11-18,1.0434549180327823,0.7185863874345544,0.0,0.0,0.28141361256544567
2020-11-19,1.0521048497267713,0.7126784941583724,0.0,0.0,0.28732150584162763
2020-11-20,1.0539258879781375,0.7114470842332608,0.0,0.0,0.2885529157667393
2020-11-23,1.0562021857923451,0.7099137931034476,0.0,0.0,0.2900862068965524
2020-11-24,1.0575679644808698,0.7089969866551866,0.0,0.0,0.29100301334481343
2020-11-25,1.0502838114754054,0.713914174252275,0.0,0.0,0.28608582574772495
2020-11-26,1.0562021857923451,0.7099137931034476,0.0,0.0,0.2900862068965524
2020-11-27,1.0589337431693941,0.7080825451418737,0.0,0.0,0.2919174548581262
2020-11-30,1.057112704918028,0.7093023255813946,0.0,0.0,0.29069767441860533
2020-12-01,1.059844262295077,0.707474226804123,0.0,0.0,0.29252577319587697
2020-12-02,1.0580232240437109,0.7086919104991387,0.0,0.0,0.2913080895008613
2020-12-03,1.0525601092896124,0.7123702422145322,0.0,0.0,0.28762975778546784
2020-12-04,1.0525601092896124,0.7123702422145322,0.0,0.0,0.28762975778546784
2020-12-07,1.0484627732240386,0.7151541467650884,0.0,0.0,0.2848458532349117
2020-12-08,1.046186475409831,0.7167101827676232,0.0,0.0,0.28328981723237673
2020-12-09,1.040268101092891,0.7207877461706775,0.0,0.0,0.2792122538293224
2020-12-10,1.0425443989070986,0.7192139737991259,0.0,0.0,0.2807860262008741
2020-12-11,1.0348049863387927,0.7245930488341392,0.0,0.0,0.27540695116586084
2020-12-14,1.038447062841525,0.7220517316966236,0.0,0.0,0.2779482683033764
2020-12-15,1.0475522540983557,0.7157757496740541,0.0,0.0,0.2842242503259459
2020-12-16,1.0461864754098311,0.7167101827676234,0.0,0.0,0.2832898172323766
2020-12-17,1.0461864754098311,0.7167101827676234,0.0,0.0,0.2832898172323766
2020-12-18,1.0489180327868803,0.7148437499999993,0.0,0.0,0.28515625000000067
2020-12-21,1.0525601092896126,0.7123702422145323,0.0,0.0,0.28762975778546773
2020-12-22,1.051194330601088,0.713295799047206,0.0,0.0,0.286704200952794
2020-12-23,1.064852117486334,0.7041470713980328,0.0,0.0,0.2958529286019672
2020-12-24,1.0612100409836016,0.706563706563706,0.0,0.0,0.29343629343629396
2020-12-25,1.0657626366120168,0.7035454933788974,0.0,0.0,0.2964545066211026
2020-12-28,1.0653073770491752,0.7038461538461533,0.0,0.0,0.29615384615384666
2020-12-29,1.069404713114749,0.7011494252873558,0.0,0.0,0.29885057471264415
2020-12-30,1.0725915300546398,0.699066213921901,0.0,0.0,0.30093378607809895
2020-12-31,1.0830624999999952,0.6923076923076918,0.0,0.0,0.3076923076923082
2021-01-04,1.1058254781420715,0.6780568135034989,0.0,0.0,0.3219431864965011
2021-01-05,1.1117438524590113,0.6744471744471738,0.0,0.0,0.3255528255528261
2021-01-06,1.1162964480874265,0.6716965742251217,0.0,0.0,0.3283034257748782
2021-01-07,1.1135648907103772,0.673344235486508,0.0,0.0,0.32665576451349193
2021-01-08,1.1135648907103772,0.673344235486508,0.0,0.0,0.32665576451349193
2021-01-11,1.1035491803278636,0.6794554455445538,0.0,0.0,0.3205445544554461
2021-01-12,1.1395146857923446,0.6580103875349574,0.0,0.0,0.3419896124650425
2021-01-13,1.1540829918032733,0.6497041420118337,0.0,0.0,0.35029585798816626
2021-01-14,1.1135648907103772,0.673344235486508,0.0,0.0,0.326655764513492
2021-01-15,1.0921676912568252,0.6865360566902872,0.0,0.0,0.3134639433097129
2021-01-18,1.0953545081967158,0.6845386533665829,0.0,0.0,0.315461346633417
2021-01-19,1.0926229508196665,0.6862499999999995,0.0,0.0,0.31375000000000053
2021-01-20,1.0962650273223988,0.6839700996677736,0.0,0.0,0.31602990033222644
2021-01-21,1.100817622950814,0.6811414392059547,0.0,0.0,0.31885856079404523
2021-01-22,1.0948992486338742,0.6848232848232843,0.0,0.0,0.31517671517671575
2021-01-25,1.086249316939885,0.6902766135792116,0.0,0.0,0.30972338642078845
2021-01-26,1.0625758196721256,0.7056555269922874,0.0,0.0,0.2943444730077126
2021-01-27,1.0589337431693935,0.708082545141874,0.0,0.0,0.29191745485812604
2021-01-28,1.0539258879781368,0.7114470842332609,0.0,0.0,0.28855291576673914
2021-01-29,1.0461864754098307,0.7167101827676234,0.0,0.0,0.2832898172323765
2021-02-01,1.0443654371584645,0.7179598953792496,0.0,0.0,0.28204010462075035
2021-02-02,1.04891803278688,0.7148437499999993,0.0,0.0,0.2851562500000006
2021-02-03,1.0384470628415248,0.7220517316966237,0.0,0.0,0.27794826830337627
2021-02-04,1.040268101092891,0.7207877461706778,0.0,0.0,0.2792122538293222
2021-02-05,1.0338944672131096,0.7252311756935266,0.0,0.0,0.2747688243064734
2021-02-08,1.0348049863387927,0.7245930488341394,0.0,0.0,0.27540695116586056
2021-02-09,1.0452759562841478,0.7173344947735187,0.0,0.0,0.2826655052264813
2021-02-10,1.042089139344257,0.7195281782437741,0.0,0.0,0.2804718217562259
2021-02-18,1.0484627732240386,0.7151541467650886,0.0,0.0,0.28484585323491146
2021-02-19,1.0575679644808693,0.7089969866551868,0.0,0.0,0.2910030133448132
2021-02-22,1.0612100409836016,0.706563706563706,0.0,0.0,0.29343629343629396
2021-02-23,1.0716810109289567,0.6996601529311804,0.0,0.0,0.30033984706881955
2021-02-24,1.068494193989066,0.7017469109501486,0.0,0.0,0.2982530890498514
2021-02-25,1.0625758196721262,0.7056555269922874,0.0,0.0,0.2943444730077126
